"agegroup","sex","cholval1.usual","Pe","se"
"45-49","1","7.3",0.0211678038849824,0.00782419702859885
"45-49","1","7.4",0.00303698847916155,0.00302716553692548
"45-49","1","7.5",0.0221734798308977,0.0076534953699102
"45-49","1","7.6",0.00727342348971779,0.00435100136516146
"45-49","1","7.7",0.00449206861320907,0.00317894368362973
"45-49","1","7.8",0.00816659409166197,0.00485718511138671
"45-49","1","7.9",0.00184753876734743,0.0018507648887976
"45-49","1","8",0.00977283258118367,0.00583684692603467
"45-49","1","8.1",0.0106119832703423,0.00532277524759158
"45-49","1","8.6",0.00450165433125909,0.00325375956900056
"45-49","1","9.1",0.00330465055977724,0.00329086161297565
"45-49","1","9.2",0.00318311698445911,0.00319288921587024
"45-49","1","9.4",0.00234040325932225,0.00234288897057352
"45-49","2","3.3",0.00169101125037839,0.00168686114602595
"45-49","2","3.4",0.00536169887987861,0.00390303722537475
"45-49","2","3.5",0.00207060105833197,0.00206166770571581
"45-49","2","3.6",0.0072401088272039,0.00362063920306977
"45-49","2","3.7",0.014495413661806,0.00613348729899559
"45-49","2","3.8",0.00869398477407253,0.00394821343651634
"45-49","2","3.9",0.00774191660619692,0.00453790498069156
"45-49","2","4",0.00872275609764611,0.00437526000053873
"45-49","2","4.1",0.0101574470763645,0.00505632362558077
"45-49","2","4.2",0.0303885933800949,0.00899362349266389
"45-49","2","4.3",0.0280536159250486,0.00840123130399455
"45-49","2","4.4",0.0195286187323627,0.00710443324317325
"45-49","2","4.5",0.0336671510143478,0.00880135795039764
"45-49","2","4.6",0.0643926647435407,0.0117070439116092
"45-49","2","4.7",0.036428123823209,0.00920465903054148
"45-49","2","4.8",0.0516323578229868,0.00955296238238456
"45-49","2","4.9",0.0238622328415474,0.00632836190173013
"45-49","2","5",0.035575209099383,0.00897533373594878
"45-49","2","5.1",0.033902926372304,0.00936046304073937
"45-49","2","5.2",0.0492442891476357,0.0116386780701281
"45-49","2","5.3",0.0225056504778004,0.00658559989660468
"45-49","2","5.4",0.0278344457939367,0.00794604275032175
"45-49","2","5.5",0.0458778580872823,0.00960221528506494
"45-49","2","5.6",0.0496267374813522,0.0101649421456151
"45-49","2","5.7",0.0456876260962844,0.00979255505388845
"45-49","2","5.8",0.0476465744039378,0.0104430720974167
"45-49","2","5.9",0.0243015230307642,0.007438952554545
"45-49","2","6",0.0286907129763829,0.00838037497984569
"45-49","2","6.1",0.0217853458251948,0.00665980447332146
"45-49","2","6.2",0.0151638697666054,0.00542672254599688
"45-49","2","6.3",0.0157415685593792,0.00560154684152655
"45-49","2","6.4",0.0120991880905612,0.00536499133134225
"45-49","2","6.5",0.0106471098153602,0.00490149725973262
"45-49","2","6.6",0.012926852262299,0.00539590209889994
"45-49","2","6.7",0.0140575796321997,0.00588111436239075
"45-49","2","6.8",0.0129844901452091,0.00601256803373164
"45-49","2","6.9",0.0211576965350555,0.00781554450757222
"45-49","2","7",0.0107657877300532,0.004497116141762
"45-49","2","7.1",0.00911881517762316,0.00457016210202086
"45-49","2","7.2",0.00510383180857096,0.00293628195621429
"45-49","2","7.4",0.00975489633691787,0.00386537612620165
"45-49","2","7.7",0.00489924599716997,0.00348175230295059
"45-49","2","7.9",0.00209771649618389,0.00210253928564353
"45-49","2","8.1",0.00180052554481955,0.00179945418755338
"45-49","2","8.2",0.00673401279402194,0.00406983853377868
"45-49","2","8.4",0.00157655790186839,0.00157531649125085
"45-49","2","9.4",0.00197597808270216,0.00197445539957797
"45-49","2","10",0.00176551999418352,0.00176453130479859
"50-54","1","2.2",0.00417347242634474,0.00419581792379216
"50-54","1","3.2",0.00243222789499444,0.00242480365342287
"50-54","1","3.4",0.00368676564967383,0.00368043245420592
"50-54","1","3.5",0.00253231550094208,0.00253819194824879
"50-54","1","3.6",0.00242550288329337,0.00242549674342821
"50-54","1","3.7",0.00937535933190394,0.00545861410253573
"50-54","1","3.8",0.00206071814927241,0.00206053206650715
"50-54","1","3.9",0.00668388008651197,0.00665230130078995
"50-54","1","4",0.00589751851062253,0.00417680159302865
"50-54","1","4.1",0.00425736373097108,0.00304559738386473
"50-54","1","4.2",0.00595063659197244,0.00420548876369865
"50-54","1","4.3",0.0128144920805386,0.00648672042972414
"50-54","1","4.4",0.0190792534150562,0.0096206683541814
"50-54","1","4.5",0.0110228325512127,0.00559783444440651
"50-54","1","4.6",0.0239423512907425,0.0102907984967942
"50-54","1","4.7",0.0241303218427484,0.00880974369338516
"50-54","1","4.8",0.0306832628561182,0.00986673583221974
"50-54","1","4.9",0.0332367450182235,0.0101917896592668
"50-54","1","5",0.0224187328795909,0.00814064004558099
"50-54","1","5.1",0.0331313754660326,0.00946493822375866
"50-54","1","5.2",0.0298019970167276,0.0098979316804922
"50-54","1","5.3",0.0274413618345255,0.00946689804863785
"50-54","1","5.4",0.0414425547550536,0.013788059415001
"50-54","1","5.5",0.0281868236408795,0.00958935975502287
"50-54","1","5.6",0.0228556663896514,0.00984298527044295
"50-54","1","5.7",0.031120906832345,0.0102110563154114
"50-54","1","5.8",0.0360580608731418,0.0110298590380551
"50-54","1","5.9",0.0538125113862903,0.0139943743976444
"50-54","1","6",0.0348298094042035,0.00959433429817152
"50-54","1","6.1",0.0390932839219156,0.0107098346258669
"50-54","1","6.2",0.0346820041694975,0.00964438363813462
"50-54","1","6.3",0.0491207260413044,0.0124741887957808
"50-54","1","6.4",0.0253471314654086,0.0103110587611432
"50-54","1","6.5",0.0315850564804555,0.00950944893807405
"50-54","1","6.6",0.0278558019378434,0.00997732185705019
"50-54","1","6.7",0.0286415221284572,0.0101372677179776
"50-54","1","6.8",0.0154050891368179,0.00845077287136699
"50-54","1","6.9",0.0184949601806912,0.0085082960575829
"50-54","1","7",0.0108306175639428,0.00543725021725367
"50-54","1","7.1",0.0169101599850625,0.00774974433650005
"50-54","1","7.2",0.0199791483248677,0.00887196429565334
"50-54","1","7.3",0.00918532205545,0.00523320013012827
"50-54","1","7.4",0.0141812445630824,0.0063934471847509
"50-54","1","7.5",0.0148156562962213,0.00810243475270026
"50-54","1","7.6",0.00863995743891427,0.00515987959739365
"50-54","1","7.7",0.0075120151265643,0.00535882406085658
"50-54","1","7.8",0.0028761677625424,0.00287313158723761
"50-54","1","7.9",0.00259618088036856,0.00258914072409871
"50-54","1","8.1",0.00670012310282092,0.00480940851381522
"50-54","1","8.2",0.00507824119135365,0.00358460671515701
"50-54","1","8.3",0.00313956580567678,0.00313589305435721
"50-54","1","8.5",0.0084217559269932,0.00641330628177435
"50-54","1","8.6",0.00359851461511196,0.0035826365799774
"50-54","1","8.8",0.00200786404598707,0.00200778886657755
"50-54","2","2.2",0.00210974355008358,0.00210837528349057
"50-54","2","3.1",0.00201768872457316,0.00200130861154878
"50-54","2","3.2",0.00438636407442302,0.00315761528474005
"50-54","2","3.3",0.00263449173628103,0.00261903898769331
"50-54","2","3.4",0.00242223334683666,0.00243524069759329
"50-54","2","3.7",0.00684043039737729,0.0039238465605098
"50-54","2","3.9",0.00897314289942877,0.00522130565165183
"50-54","2","4",0.0132033541365314,0.00593725593064411
"50-54","2","4.1",0.00708467146448688,0.0035985046806797
"50-54","2","4.2",0.00382693145247122,0.00268912274298639
"50-54","2","4.3",0.013277424129597,0.00595696422640263
"50-54","2","4.4",0.0310290974436577,0.00873622234082643
"50-54","2","4.5",0.0265598150245124,0.00876613732755165
"50-54","2","4.6",0.028417860085626,0.00901291780065692
"50-54","2","4.7",0.0287780083522233,0.0086418975880245
"50-54","2","4.8",0.0338137166941888,0.00892863624719148
"50-54","2","4.9",0.0286413125235473,0.00843239815940705
"50-54","2","5",0.0351512936619875,0.0099960841101525
"50-54","2","5.1",0.0350650846857791,0.0079864431967457
"50-54","2","5.2",0.0383456598561505,0.00972409654372088
"50-54","2","5.3",0.0572558292242405,0.0116486275731342
"50-54","2","5.4",0.0367876257435579,0.00968248986723209
"50-54","2","5.5",0.0766189156152776,0.0145592558883191
"50-54","2","5.6",0.0250661278470407,0.00723518162766562
"50-54","2","5.7",0.0373442401152879,0.00767297884289618
"50-54","2","5.8",0.0254252932062609,0.00796364961748512
"50-54","2","5.9",0.0312373670980496,0.00895904931675998
"50-54","2","6",0.0387916166444493,0.0100283720165776
"50-54","2","6.1",0.0418798714910281,0.00999198614976181
"50-54","2","6.2",0.0213902589462851,0.00654546413330081
"50-54","2","6.3",0.0328024965839681,0.00834246688588579
"50-54","2","6.4",0.0295058563988621,0.00946595638946898
"50-54","2","6.5",0.0209183966635988,0.0080391211409071
"50-54","2","6.6",0.0222614977052147,0.00836610373137792
"50-54","2","6.7",0.0178086287842961,0.00692182473066714
"50-54","2","6.8",0.0156853722764734,0.00654908637614743
"50-54","2","6.9",0.013435929863017,0.00627001357558034
"50-54","2","7",0.0101200066402305,0.00510720293661226
"50-54","2","7.1",0.00601229922566101,0.00346177703499699
"50-54","2","7.2",0.0084255040939138,0.0049650625407952
"50-54","2","7.3",0.00518734165600038,0.00367615972876321
"50-54","2","7.4",0.0018422494733486,0.00183360024675188
"50-54","2","7.5",0.00451194526069047,0.00320396975421633
"50-54","2","7.7",0.00616743337768087,0.00366190422444246
"50-54","2","7.9",0.00160531773849554,0.00160508670013458
"50-54","2","8",0.00849419652407981,0.00500942694922332
"50-54","2","8.1",0.0048677180200045,0.0035610875948583
"50-54","2","8.2",0.00868257262049677,0.00520028830570224
"50-54","2","8.3",0.00199865665406239,0.00199758258877227
"50-54","2","8.4",0.00287442426487342,0.00287035978143697
"50-54","2","8.7",0.00559100216094699,0.00324869905599326
"55-59","1","3.1",0.00261633842147075,0.00261266636757145
"55-59","1","3.2",0.00319433120622353,0.00318984922466914
"55-59","1","3.3",0.00709520326530584,0.00511078781703002
"55-59","1","3.4",0.0037557451307983,0.00374836334168547
"55-59","1","3.5",0.0115187536889959,0.00704952981438047
"55-59","1","3.6",0.00768457423387816,0.00441508171505714
"55-59","1","3.7",0.00268220579213555,0.00268059389063761
"55-59","1","3.8",0.00763050109692665,0.00558198548324175
"55-59","1","3.9",0.00569488139966575,0.00402542084463122
"55-59","1","4",0.00837515587301282,0.00487507772014068
"55-59","1","4.1",0.00640618516632567,0.0063765586853767
"55-59","1","4.2",0.00693149556701152,0.0049593722373367
"55-59","1","4.3",0.0209584043984523,0.00958623144058046
"55-59","1","4.4",0.0230704343990533,0.00844969400103207
"55-59","1","4.5",0.0111954175452798,0.00567299995657341
"55-59","1","4.6",0.0145227302235915,0.00649541730147168
"55-59","1","4.7",0.0170402814217164,0.00775672180910146
"55-59","1","4.8",0.0237908342458063,0.00902114582517111
"55-59","1","4.9",0.0435149068711899,0.0127197585351288
"55-59","1","5",0.0388600273043594,0.0109661572433811
"55-59","1","5.1",0.0439235145614551,0.0124231414592548
"55-59","1","5.2",0.0329329234433771,0.0113222362749756
"55-59","1","5.3",0.0215601613970791,0.00779786594257922
"55-59","1","5.4",0.038184728838719,0.0115804721305648
"55-59","1","5.5",0.0292175740480734,0.0098605200644549
"55-59","1","5.6",0.0418282133562673,0.0116463164518039
"55-59","1","5.7",0.015825915784097,0.00723054144573938
"55-59","1","5.8",0.0448088309965993,0.0121172423495628
"55-59","1","5.9",0.00630507293558107,0.00455802946525292
"55-59","1","6",0.0374302545451077,0.0113076966090766
"55-59","1","6.1",0.0402272179744321,0.0122118261390907
"55-59","1","6.2",0.0429678569302655,0.0119053224273645
"55-59","1","6.3",0.031301520201833,0.0107743867643361
"55-59","1","6.4",0.021728504824988,0.0083536885181142
"55-59","1","6.5",0.0230722081598131,0.00841381349191511
"55-59","1","6.6",0.0210832558111026,0.00822918873216828
"55-59","1","6.7",0.0140885563829647,0.00704817426680338
"55-59","1","6.8",0.00988073196663177,0.00504097252824572
"55-59","1","6.9",0.00639035677743938,0.00370351981271301
"55-59","1","7",0.018490101086888,0.00851929551407808
"55-59","1","7.1",0.0187195184973809,0.00773865132187341
"55-59","1","7.2",0.00936371333252479,0.00463921047348194
"55-59","1","7.3",0.01574452559733,0.00649669966865524
"55-59","1","7.4",0.00603817163793551,0.00441286192061702
"55-59","1","7.5",0.00904051237332011,0.00536775803573902
"55-59","1","7.6",0.0224670236232487,0.00916236117837217
"55-59","1","7.7",0.0116346655786409,0.00594174795977107
"55-59","1","7.8",0.00786428881054351,0.00577035801001911
"55-59","1","7.9",0.0132945852483863,0.00777244703032349
"55-59","1","8",0.00443200895495878,0.00442029386235879
"55-59","1","8.1",0.00708809845470995,0.00711310038680155
"55-59","1","8.2",0.0112040927277314,0.00868153229410054
"55-59","1","8.3",0.00250339049769426,0.00250160950347921
"55-59","1","8.6",0.00255058991403204,0.00256554625971111
"55-59","1","9.7",0.00230517061601109,0.0022982700460762
"55-59","1","9.9",0.00261061782885418,0.00258627063140497
"55-59","1","12",0.00353062785901787,0.00350554065295534
"55-59","2","2.5",0.00240213987064122,0.00240014666453777
"55-59","2","3",0.0022535041161521,0.00224774931441108
"55-59","2","3.5",0.00240330448799944,0.0024013075142838
"55-59","2","3.7",0.00473550986621806,0.00334439230260445
"55-59","2","3.8",0.00429800888398422,0.00302001168751714
"55-59","2","4",0.00391899947108005,0.00390979359611978
"55-59","2","4.1",0.00617636041278367,0.00448330500995486
"55-59","2","4.2",0.00292092862834276,0.00291698795305834
"55-59","2","4.3",0.00665826935113021,0.0046835716181204
"55-59","2","4.4",0.00465827904006343,0.00465492093514061
"55-59","2","4.5",0.00734442290241483,0.00566038750449606
"55-59","2","4.6",0.030935302060086,0.00933127896659056
"55-59","2","4.7",0.00387554853638724,0.00276754059435806
"55-59","2","4.8",0.0252629349404308,0.00802992240342304
"55-59","2","4.9",0.018486880304783,0.00656924722315493
"55-59","2","5",0.025609756910667,0.00835616774833558
"55-59","2","5.1",0.0278625480113146,0.00807012035586059
"55-59","2","5.2",0.0517944938896808,0.0148716308551308
"55-59","2","5.3",0.0458504473278219,0.0114962552031785
"55-59","2","5.4",0.0333031823696089,0.00936322770656117
"55-59","2","5.5",0.0343743016062976,0.010703272809901
"55-59","2","5.6",0.0399935051632988,0.0103608562421333
"55-59","2","5.7",0.0427602353810376,0.011496900221151
"55-59","2","5.8",0.0338177053673975,0.009760900208434
"55-59","2","5.9",0.0404077958324117,0.0110649015576568
"55-59","2","6",0.028749390577714,0.00899279767181632
"55-59","2","6.1",0.0310693614186409,0.00947835923875587
"55-59","2","6.2",0.06231585893616,0.0148683834357208
"55-59","2","6.3",0.0153942857059628,0.00627532393210591
"55-59","2","6.4",0.0317863930621981,0.0091127720580518
"55-59","2","6.5",0.0281809246562974,0.00934757965464055
"55-59","2","6.6",0.0324517885971535,0.00937697620608096
"55-59","2","6.7",0.0289106378496652,0.00884313616836378
"55-59","2","6.8",0.0361350827793754,0.00972928715419149
"55-59","2","6.9",0.0338656786345939,0.00902296865800649
"55-59","2","7",0.0119220903167142,0.00530431406877329
"55-59","2","7.1",0.0192474138167963,0.0078397393622604
"55-59","2","7.2",0.0125457921413099,0.00666008858342946
"55-59","2","7.3",0.00189356445063737,0.00189295681616365
"55-59","2","7.4",0.0157505605259864,0.00665420310294667
"55-59","2","7.5",0.00922655033055467,0.00459970768257272
"55-59","2","7.6",0.0113442110000506,0.0057120298055508
"55-59","2","7.7",0.0100522821424014,0.0050546922253781
"55-59","2","7.8",0.00765298219092209,0.00448590634446238
"55-59","2","7.9",0.00504162034856132,0.00353608587039978
"55-59","2","8",0.00662936088639359,0.0038301611215716
"55-59","2","8.1",0.00647791331000735,0.00378652849205635
"55-59","2","8.3",0.00192253330552706,0.00192186066283293
"55-59","2","8.4",0.00289817465898754,0.00288811064132418
"55-59","2","8.5",0.00311227857739576,0.00310130140354581
"55-59","2","8.6",0.00198662796319895,0.00198580551461788
"55-59","2","8.7",0.00296044664953888,0.00295102201173412
"55-59","2","9.1",0.00209283026626267,0.00209174148348516
"55-59","2","9.4",0.0023297474610463,0.00233576569072109
"60-64","1","0.6",0.0021728355395683,0.00216167256168319
"60-64","1","3",0.00288093997314805,0.00287000549086197
"60-64","1","3.2",0.00541896191921782,0.0038346181511949
"60-64","1","3.4",0.0095327234090966,0.00475590717790296
"60-64","1","3.5",0.00449375345439373,0.00317173085033228
"60-64","1","3.7",0.00734079931340286,0.00429056598497879
"60-64","1","3.8",0.0021110536689967,0.00211127955551505
"60-64","1","3.9",0.00507801333565737,0.00358455609197406
"60-64","1","4",0.0155869912756768,0.00641223315584472
"60-64","1","4.1",0.0140699838780026,0.00673928164293328
"60-64","1","4.2",0.00206247328751362,0.00206103285631648
"60-64","1","4.3",0.0189242856039412,0.00671996022634007
"60-64","1","4.4",0.0197457733775118,0.00804016617233161
"60-64","1","4.5",0.0129752473114219,0.00589718727233965
"60-64","1","4.6",0.0154752190453875,0.00555001249270378
"60-64","1","4.7",0.0114830374791136,0.00602068315972914
"60-64","1","4.8",0.0165476359055135,0.0063092480513792
"60-64","1","4.9",0.0253002781831866,0.00806591335687757
"60-64","1","5",0.0285192351074858,0.0088484442326721
"60-64","1","5.1",0.0226426092423596,0.00714351505055303
"60-64","1","5.2",0.0382558621333067,0.0103612995347377
"60-64","1","5.3",0.0442680404910439,0.010952319075466
"60-64","1","5.4",0.0407950075101853,0.0102868517226914
"60-64","1","5.5",0.0361491259579227,0.010762933528543
"60-64","1","5.6",0.0316318493069263,0.00971327199777217
"60-64","1","5.7",0.0205737917446353,0.00813845521378045
"60-64","1","5.8",0.0337825042073134,0.00977819723374042
"60-64","1","5.9",0.044903025003282,0.0112666349636277
"60-64","1","6",0.0286238407532383,0.00825346265105535
"60-64","1","6.1",0.0348365055092117,0.00915560403422241
"60-64","1","6.2",0.0443160302692473,0.00946906222530639
"60-64","1","6.3",0.0185275155053469,0.006537256699598
"60-64","1","6.4",0.0241075575183537,0.00875500587712761
"60-64","1","6.5",0.0229147860634524,0.00778369901049486
"60-64","1","6.6",0.0345254481722045,0.0101377806499144
"60-64","1","6.7",0.0247702479396217,0.00838098092191417
"60-64","1","6.8",0.0247129962099363,0.00800751828632237
"60-64","1","6.9",0.0271742282429517,0.0088014979596063
"60-64","1","7",0.00904789069050423,0.00454091497037069
"60-64","1","7.1",0.0230094046225006,0.00721927578757637
"60-64","1","7.2",0.0199495494492626,0.00786029272660537
"60-64","1","7.3",0.0137394200259762,0.00563942578182548
"60-64","1","7.4",0.0169753439093788,0.00645723082312125
"60-64","1","7.5",0.00426817363526945,0.00302582360930249
"60-64","1","7.6",0.0143047295671359,0.00675839071897317
"60-64","1","7.7",0.00532168973923737,0.00375845698123601
"60-64","1","7.8",0.00641222288072933,0.00479448569287795
"60-64","1","8",0.00443320230179444,0.00313058884893717
"60-64","1","8.1",0.00558960285420216,0.0039801798403899
"60-64","1","8.2",0.00207417011905746,0.00206862693861299
"60-64","1","8.4",0.00354175255249829,0.00354092228983308
"60-64","1","8.5",0.00198511164451798,0.00198388734176034
"60-64","1","8.6",0.00618526053049126,0.00436509535126754
"60-64","1","8.7",0.00174002719525678,0.00172718924522813
"60-64","1","8.8",0.00222355401709955,0.00223328021475075
"60-64","1","9.4",0.00239621249144558,0.00239373857408305
"60-64","1","10.3",0.00204036682092631,0.0020348916162848
"60-64","2","2.9",0.0037483232835727,0.00372408586656496
"60-64","2","3.5",0.00218445547390542,0.00218761123210666
"60-64","2","3.6",0.00499297764258962,0.00363847591278291
"60-64","2","3.7",0.00407639040147192,0.00288359687654285
"60-64","2","3.8",0.00911070323601398,0.00526016131805486
"60-64","2","3.9",0.00188789608476242,0.00188651249663213
"60-64","2","4",0.00389145732982109,0.00275610472010525
"60-64","2","4.1",0.0148381262760371,0.0066993480567572
"60-64","2","4.2",0.0143537956278315,0.00620659333039537
"60-64","2","4.3",0.00462121570172389,0.00331966267824178
"60-64","2","4.4",0.0115552700710521,0.00523769867261026
"60-64","2","4.5",0.00811978596341384,0.00405706230461153
"60-64","2","4.6",0.0142580538205339,0.00625284437672375
"60-64","2","4.7",0.00197274141481677,0.00197301156973147
"60-64","2","4.8",0.0258344010341996,0.00774876078113398
"60-64","2","4.9",0.00975876913712682,0.00433134733300459
"60-64","2","5",0.0145948711271223,0.00551628146815869
"60-64","2","5.1",0.0123568992600862,0.00507567801823132
"60-64","2","5.2",0.0113076172426507,0.00522897416980093
"60-64","2","5.3",0.0216751490803946,0.00688581846211074
"60-64","2","5.4",0.0192708888243127,0.00647213733642074
"60-64","2","5.5",0.0296032954306171,0.00887464610801571
"60-64","2","5.6",0.0306426455760984,0.00820732859513014
"60-64","2","5.7",0.0338163735866534,0.00905699861628078
"60-64","2","5.8",0.0487252292020678,0.0105191766648253
"60-64","2","5.9",0.0383445655177193,0.00899853854866496
"60-64","2","6",0.0366184510519893,0.00866077177765425
"60-64","2","6.1",0.0347148369086177,0.00905636477303928
"60-64","2","6.2",0.0535026215240614,0.0102269093849464
"60-64","2","6.3",0.0445901381089385,0.0101666165394741
"60-64","2","6.4",0.0354478144751661,0.00927153463568774
"60-64","2","6.5",0.0367062075783466,0.00903658698970293
"60-64","2","6.6",0.0404291516495346,0.00912286867214437
"60-64","2","6.7",0.0403738124562057,0.00966905619830286
"60-64","2","6.8",0.0182704101494483,0.00721270059722675
"60-64","2","6.9",0.0223881575455502,0.00712191598804788
"60-64","2","7",0.0375166415652026,0.00854849930278543
"60-64","2","7.1",0.0238428764094969,0.00713029389415173
"60-64","2","7.2",0.0193110451088324,0.00657967156489494
"60-64","2","7.3",0.0100289898879494,0.00440195822751878
"60-64","2","7.4",0.0218930693118983,0.00692206223932563
"60-64","2","7.5",0.00171529030443091,0.00171329283272501
"60-64","2","7.6",0.0150700030913978,0.00638719235732728
"60-64","2","7.7",0.018034644576037,0.00636726413135083
"60-64","2","7.8",0.00187888973833205,0.00188089636120775
"60-64","2","7.9",0.00857478109056465,0.00428469749108126
"60-64","2","8",0.00601628289042035,0.0034707566371427
"60-64","2","8.1",0.00666476780586989,0.00473560908242823
"60-64","2","8.2",0.00388489725304809,0.00274530239776804
"60-64","2","8.3",0.00215694656126542,0.00214647627126171
"60-64","2","8.4",0.00439686586027689,0.00308609628932526
"60-64","2","8.5",0.0018993445270249,0.00189060709594381
"60-64","2","8.6",0.00384414948233933,0.00270901572973972
"60-64","2","8.7",0.00375158056380084,0.00268052386921834
"60-64","2","9",0.00181702560585905,0.00182867304250211
"60-64","2","9.1",0.00444313830594161,0.00316412721095455
"60-64","2","9.7",0.0018133032121216,0.00181210460232846
"60-64","2","10.6",0.00170926073073982,0.0017083135906476
"60-64","2","11.5",0.00234776742494134,0.00234496609779671
"65-69","1","3",0.00307853334958701,0.00308366331654037
"65-69","1","3.2",0.00316486414095524,0.00316909606682732
"65-69","1","3.3",0.00294890684271082,0.00296050422190136
"65-69","1","3.4",0.00279172233301921,0.00279574641749138
"65-69","1","3.5",0.00276060101988459,0.00275750847350209
"65-69","1","3.7",0.0152925083336832,0.00773506861051638
"65-69","1","3.8",0.0133924536983757,0.00675170284310339
"65-69","1","3.9",0.00278196194340908,0.00278652336062559
"65-69","1","4",0.00677672877006631,0.00481669619824364
"65-69","1","4.1",0.0218071980232367,0.00817920275825258
"65-69","1","4.2",0.0153530332731883,0.00680852835197043
"65-69","1","4.3",0.0273172615247831,0.00968626271746454
"65-69","1","4.4",0.0211445204876475,0.0088019059177049
"65-69","1","4.5",0.0121383539372216,0.00610277428926196
"65-69","1","4.6",0.0466281580215469,0.0133116841150393
"65-69","1","4.7",0.0148699986193699,0.00658038665667548
"65-69","1","4.8",0.0273270044794072,0.00902432727438175
"65-69","1","4.9",0.0433028176232139,0.0119902553652525
"65-69","1","5",0.0235882535429308,0.00914134107582032
"65-69","1","5.1",0.0381774610241442,0.0110027258398791
"65-69","1","5.2",0.0392959373396475,0.0121402309231159
"65-69","1","5.3",0.0436247881578495,0.0122324330823101
"65-69","1","5.4",0.0180115069869411,0.0074648240819878
"65-69","1","5.5",0.0264042015278102,0.00887918059418321
"65-69","1","5.6",0.0351462701054165,0.0102988587284088
"65-69","1","5.7",0.0433613255878357,0.0128232293478513
"65-69","1","5.8",0.0328102039605495,0.0102025836020952
"65-69","1","5.9",0.0192951005680794,0.00730345020524385
"65-69","1","6",0.0372487593344365,0.0112992241291211
"65-69","1","6.1",0.0344619993728418,0.00964800300868342
"65-69","1","6.2",0.0300783008476974,0.0103259246702357
"65-69","1","6.3",0.0273746919309606,0.010348676236088
"65-69","1","6.4",0.0297158324193791,0.0091880818215469
"65-69","1","6.5",0.0122443723749794,0.0062313598952936
"65-69","1","6.6",0.024794485669989,0.00871793843923846
"65-69","1","6.7",0.018529816214298,0.0075713829222758
"65-69","1","6.8",0.0226983638532362,0.00803452856580854
"65-69","1","6.9",0.0152985716155526,0.006943575705822
"65-69","1","7",0.0119154849505221,0.00597118231623773
"65-69","1","7.1",0.0182617932258915,0.00851150186201596
"65-69","1","7.2",0.00298067452934112,0.00297667867134615
"65-69","1","7.3",0.0197822932807046,0.00911990434767267
"65-69","1","7.4",0.00545572907261743,0.00385244976625495
"65-69","1","7.5",0.00607455236954238,0.00432124222677256
"65-69","1","7.6",0.0138669538527031,0.00604434921173129
"65-69","1","7.7",0.00294762712567209,0.00294377311121781
"65-69","1","7.8",0.00289472874720673,0.00289109722010409
"65-69","1","7.9",0.00672374844805635,0.00478656228104502
"65-69","1","8.1",0.00652076406714058,0.00465510160395424
"65-69","1","8.2",0.00307853334958701,0.00307410462232987
"65-69","1","8.4",0.00622438127958353,0.00442508819905059
"65-69","1","8.7",0.00581061666947086,0.00413503198125778
"65-69","1","8.8",0.00312602414193476,0.00312137842042772
"65-69","1","9.2",0.00347116030935332,0.00346480165207183
"65-69","2","3.4",0.00293253590883158,0.00292825029898598
"65-69","2","3.6",0.00261658016655536,0.00261822877850994
