sex,age,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
2,0,359300,338800,315300,292100,280800,268600,256400,260900,283300,293300,292064,285035,286264,286897,298578,301034,306160,315901,313569,316205,323603,319145,307923,307405,298621,293377,299306,291540,288406,280606,272780,272997,280073,290740,296221,304413,313225,325959,323699,327860,331210,339662
2,1,348300,357800,336000,313500,290800,279500,266800,255900,260200,282200,292206,289851,284209,286401,286516,299029,300392,304999,315361,312731,315512,322663,318046,306941,307126,297730,293339,298745,291946,287515,278954,274013,273085,279347,291029,296063,305681,313595,325949,323102,327248,333659
2,2,365500,347300,356800,334100,312100,289700,278000,266600,255600,259900,282406,291842,289498,284532,286431,286750,299309,300538,305190,315217,313252,315499,322255,317745,307064,306471,297259,293678,299261,291841,285906,280553,275033,272819,280176,290946,296308,307080,314331,325899,323562,329489
2,3,367300,364200,346700,355200,332200,310900,288100,277600,266400,254900,259305,281832,291480,289999,285570,287850,288109,300487,301931,306381,316606,313543,315675,322358,317657,307096,306016,297083,294748,299317,291065,287812,281669,275732,273770,280470,291173,296481,308585,314839,326729,325391
2,4,378000,365800,363400,345700,353400,330900,309600,287600,277400,266200,253905,258661,281560,291906,291095,287428,288405,288421,300924,302494,307204,316351,313257,315922,322459,317619,307091,305569,297333,295489,298413,292946,289365,282615,277414,274157,280869,291276,296639,309728,316279,328239
2,5,373800,376600,364200,361800,344700,352300,329600,309000,287000,276900,265696,253404,258417,282011,293105,292556,288072,288671,288706,301187,303045,307039,316097,313066,315805,322315,317274,307033,305101,296235,296077,299887,294783,291267,283340,278128,274902,281138,291725,297421,310793,317666
2,6,380500,373500,375900,362700,360500,344100,351500,328800,308400,287100,276496,265289,253292,258837,282853,294290,293145,288352,289371,289373,301783,303165,307276,316226,313529,316404,322406,317458,307778,304425,296379,297315,301754,296313,292191,284175,279641,275317,281780,292311,297206,311930
2,7,378600,380600,373500,374500,361400,359600,343900,351400,328100,308400,286696,276123,265163,253614,259615,283666,294906,293401,288506,289482,289927,301818,302953,307478,316325,313553,316379,322313,317610,307291,304118,297567,299210,303541,297141,293184,285892,281021,276155,282631,291923,298502
2,8,369200,378600,381000,372900,372800,360200,359100,344300,350800,327900,307796,286264,276128,265692,254634,260527,284174,295152,294101,289015,290190,290126,301901,303030,307783,316352,313565,316590,322872,317155,307715,305652,299407,300877,304490,298093,295111,287408,282631,277152,282496,293120
2,9,365000,369300,379200,380200,371600,371400,359900,358800,344300,350900,327795,307394,286209,276605,266513,255557,261028,284440,295197,294242,289551,290349,290425,302298,303094,308154,316441,313816,317494,322713,317504,308816,307464,300978,301771,305576,299748,296725,289038,284409,277218,283874
2,10,356000,365200,369900,379100,379900,371600,370700,359800,358300,344800,350394,327388,307268,286727,277638,267156,255853,261129,284748,296038,294464,289177,290105,290708,302503,303130,308189,316363,314243,317000,322297,319039,309915,307957,301923,303398,307727,300947,297869,290782,285375,278644
2,11,342200,357100,365900,370100,379300,380200,372000,370300,359400,358200,345094,349617,327237,307592,287786,278937,267918,256303,261806,285412,297100,295093,289579,290419,291300,303109,303379,308701,317146,313931,317170,323800,320297,310138,309141,303669,305331,309085,302006,299823,291981,286914
2,12,333200,343000,358200,366100,370400,379200,380600,373300,370300,359600,357794,344530,348993,327411,308181,288447,279319,268221,256634,262174,285486,297152,295318,289793,290536,291751,303299,303472,309471,316734,313723,317375,324972,320367,310855,310847,305498,306568,310311,303744,301109,293535
2,13,323800,333700,343800,358400,366400,370400,379700,381700,374200,370400,359494,357432,344121,348718,328205,308894,289061,279752,268578,257271,262853,285965,297493,295834,290357,291131,292252,303891,304441,309617,316998,313965,317776,324832,321088,312238,312936,306844,307728,312290,305006,302579
2,14,315700,324800,334400,344200,358500,366600,371100,380700,382800,375300,370495,359501,357424,343899,349085,329040,309347,289400,279969,269432,258753,263211,286153,297762,296171,290591,291080,292573,304433,304034,309543,317329,314831,316636,325359,322399,313776,314279,307900,309469,313674,306362
2,15,309500,317000,326700,336000,345000,360000,368200,372700,382600,384400,376805,370465,359644,358265,344992,350444,329864,310147,290336,281175,270294,259361,263818,286842,298671,296808,291267,291317,293038,303388,304887,309591,319132,315904,318124,326847,324708,316357,317334,310073,312225,314849
2,16,301700,310600,318400,328100,336900,346500,361200,369500,374300,383800,385505,376871,371117,360755,359293,345695,350680,330225,310875,291076,282291,270757,259788,264338,287545,299018,297452,291664,291695,292730,305398,304928,312190,321181,318274,318915,329588,328004,319661,320118,313401,313179
2,17,311100,302700,311900,319700,329700,338400,347900,363100,370900,376100,384705,388133,380420,373187,363151,361004,347221,351780,332171,312577,293369,282644,271078,260306,265030,287936,299645,297925,292290,290721,295134,305723,307769,314766,324441,319339,321175,333335,332083,322396,324289,314689
2,18,309600,312300,304200,313100,321500,331800,339900,349800,364700,373000,378005,386494,390488,381541,375117,364654,362133,347512,352340,332545,314100,293792,282948,271562,260828,264755,287295,298331,296479,287014,290039,296592,309787,311916,320931,326523,323875,326485,339889,336181,328402,326537
2,19,308100,310800,314300,305500,315100,323600,333400,342000,351600,366800,376107,383855,393160,392055,384665,377752,367012,363646,349292,353231,335128,316996,297680,288032,277744,266968,270681,292297,301547,297029,291076,293276,302385,316766,321570,323987,334357,332494,335347,345156,344892,331432
2,20,318900,310800,313400,315500,307700,317100,325400,335800,343700,354500,369606,378349,386200,393288,394597,388248,381166,369691,366105,351266,355507,336997,317085,297145,287092,276768,267477,272819,290033,302831,304772,296745,298849,307418,324592,329268,330422,340939,335442,340279,352013,348585
2,21,329200,320300,312200,314100,316600,309000,318400,327600,337300,346400,356606,370174,380194,387963,395871,397370,390253,382313,371599,367304,352864,357081,339003,319445,300163,289423,279908,271754,275594,293001,307490,312026,304082,307578,318811,335130,337465,339372,345994,342742,348719,356701
2,22,345300,330700,321200,312900,315800,317700,310000,319600,328700,339500,348505,355519,370438,381799,390206,398308,399041,391234,383928,372689,369250,355100,358842,342153,323329,303542,292865,284639,277463,280649,299300,316489,320158,314652,323108,332177,345004,347821,345524,355188,353545,354911
2,23,371900,345600,332400,321500,313800,316800,319000,311200,320000,330500,341405,346964,354819,371783,383655,392271,399276,399491,392611,384709,374302,371279,357240,361653,346436,327075,307617,296779,291089,284154,288868,308132,324659,330068,328948,337252,342071,354531,353030,353538,364530,359492
2,24,405100,371900,345600,332500,321400,314500,317600,320300,311200,320700,332405,339225,346206,355929,373188,385428,392699,399182,400222,392886,386299,375552,372190,359280,363860,349098,330015,310666,302884,296286,291826,295975,315782,334445,343732,342688,348414,351609,359529,360257,361906,368467
2,25,320700,404700,371900,344100,331400,321100,314900,318500,320000,311600,322092,330040,338246,346991,356473,373728,385044,392191,399896,401245,395171,387385,376658,373931,361647,365863,352026,333291,316903,310227,301381,296142,301472,323331,345555,349849,350685,353167,354322,363958,363974,364775
2,26,315700,319600,404200,369400,342100,330600,321000,314700,317800,320200,312693,319463,328819,339163,348187,357528,374178,384666,392667,400141,402359,395282,388030,378442,375791,363442,367969,355075,338468,323486,314628,305351,301255,307342,333631,351697,357278,355343,357602,358912,367342,366535
2,27,315800,314500,318600,401700,367200,341400,330300,320600,313800,317700,318093,309984,317862,329293,340319,349598,357923,373933,385096,392766,401378,401400,395147,389626,380102,377211,365341,369932,359938,344309,327570,317909,309892,306673,315400,339033,358770,361296,359512,363282,362221,369222
2,28,301600,315100,313800,315900,399400,366400,341300,329900,319900,313300,316793,315395,308406,317962,330191,341701,350147,357422,374006,384610,394176,399977,400329,395875,390654,381540,378578,367236,373335,365651,347855,330319,321969,314982,314310,319582,345534,362871,364944,365009,368114,363968
2,29,275600,301000,314500,311400,314400,398900,366000,341000,329200,319700,311792,313986,313630,308497,318442,331236,342288,350055,357521,373400,384989,393102,398761,400653,396292,391734,382983,380182,370220,377154,368699,350127,333740,326494,322022,318093,324273,349166,366675,369661,369652,369488
2,30,256700,274500,300000,312300,309200,314100,398300,365200,340000,328400,316806,309484,312793,313823,308989,319457,331854,342249,349596,356145,373954,383469,391797,398622,400444,396889,393145,384397,382795,374005,379530,370491,352285,334879,331999,326949,319309,328302,351269,370286,372454,370664
2,31,273800,256100,274300,298500,310800,308900,313800,397600,364400,339900,327707,315071,308606,312974,314455,310046,319745,331924,342498,350194,357439,373300,382597,392072,398176,400517,397742,394071,386315,385255,375813,381444,371952,353338,339369,336050,328051,322944,329365,354553,373219,373407
2,32,274100,273500,256000,272800,297100,310600,308700,313000,397100,364500,339107,326366,314479,308929,313801,315685,310533,319827,332259,343589,351370,357092,372506,382921,391691,398142,400852,398042,395640,388772,386764,377283,383497,372145,357224,342946,336998,331645,324125,331448,357375,374093
2,33,271900,273900,273300,254000,272000,296600,310700,308200,312700,397000,364307,338182,326070,314819,310002,315118,316266,310811,320072,333411,344400,351136,356730,372865,382529,391658,398247,400920,398966,397591,390113,388094,378590,383967,374897,359854,343411,339864,332797,326095,332978,357857
2,34,269200,271500,273700,271300,252500,271500,296300,310200,308100,312400,397408,363782,338400,326674,316054,311379,315878,316791,311073,321252,334118,344145,350430,357043,372250,382134,391482,397834,401201,400309,398609,391246,389125,378789,386975,376952,360173,345867,340859,334952,327842,333180
2,35,264800,268400,271000,272100,269000,251900,271300,295600,309800,307700,312204,397265,364340,337932,327945,316754,311945,316088,316972,311878,321658,333553,343548,350372,356093,371492,381475,390906,398087,401823,400538,399307,390749,390227,379902,388495,377785,361547,347934,341776,334931,327799
2,36,261400,264700,268000,269900,271200,268300,251500,270800,295400,309500,307504,311828,397329,363470,339891,328702,317546,312162,316150,317602,312581,321846,333509,344262,349973,356135,371490,381466,391592,398878,401910,401344,398422,391700,391093,380675,389750,378499,363234,348523,341747,335006
2,37,254200,261000,264500,266700,269100,270500,267700,251000,270500,294800,309104,307049,311361,396199,365067,340172,328859,317472,311873,316483,317835,313048,321808,333875,343821,349591,355855,371047,381348,391643,398096,402816,400833,398909,392396,391725,381444,390977,379631,363622,348338,341583
2,38,257400,253900,260600,263300,266000,268400,269800,267100,251000,269900,294303,308201,306402,309889,397373,364823,339710,328387,316546,311816,316450,317853,313308,322406,333470,343831,349337,355816,371230,381662,391312,399027,402485,401380,399068,393096,392365,382203,392587,379374,363211,348529
2,39,266500,256800,253400,259300,262400,265300,268000,269200,266800,250800,269002,293336,307507,310506,310738,397216,364521,339456,327499,316855,312040,316398,317937,314099,322287,333556,343979,349380,356199,371776,381572,391921,398708,403183,401545,399229,393556,392839,383121,392961,378488,363223
2,40,274000,266000,256200,252500,258000,261800,264700,267700,269000,266300,249701,268105,292601,307307,306212,310707,396622,363671,338463,327455,316646,311987,315797,318151,314084,322280,333328,343696,349152,356675,370822,382132,391787,398963,403421,401007,399962,392144,393425,383579,393469,378637
2,41,277900,273400,265800,255400,251300,257700,261200,264500,267700,268900,266101,248799,267344,292126,307205,306046,310183,396249,363176,338579,327525,316505,311983,315789,317883,314192,322276,333143,343951,349636,356161,370966,382007,391730,399235,402811,401865,398173,392582,393610,383443,393384
2,42,275900,277300,273000,264800,254800,250900,257200,261000,264200,267600,268801,265101,248031,266763,291937,306995,305609,309639,396134,363119,338668,327187,316128,312123,315313,317670,314203,322128,333308,344501,348957,356365,370624,382033,391663,398770,403728,400321,398063,392763,393354,383660
2,43,275300,274900,277100,272200,263700,254300,250300,256800,260800,263800,267301,267959,264334,247431,266571,291526,306661,305335,309208,395714,362897,338230,326716,315826,311929,314931,317497,314233,322386,333620,343894,349210,356147,370255,382125,390881,399562,402409,400332,397691,392455,393205
2,44,280600,274400,274400,276300,271600,263000,253700,250200,256900,260600,263399,266442,267350,263761,247158,266177,291044,306277,305313,308770,395584,362913,337697,326535,315289,311864,314774,317365,314833,322990,333117,343902,349037,355834,369931,381513,391248,398396,402504,400118,396844,392462
2,45,286900,279400,273000,272700,274500,270300,262100,252900,249600,256200,260213,262437,265775,266864,263275,246547,265519,290316,305816,304726,308441,393185,362185,337044,325654,314682,311512,314029,317295,315353,322099,331994,343294,348042,355346,369123,381327,390990,398107,401813,399415,396840
2,46,288900,286200,278600,272000,271500,273600,269600,261900,252400,249400,255912,259366,261795,265294,266515,262661,245981,264955,289977,305494,304402,308496,391528,361915,336274,325183,314205,311198,313922,317362,314591,321217,331475,342212,347631,354587,368586,381198,390445,397539,401209,399157
2,47,295300,288100,285200,277500,270800,270700,272800,269200,261300,252000,248812,255074,258751,261169,264925,266063,261933,245307,264506,289441,305244,304228,308639,389352,361065,335481,324329,313444,311040,313859,316470,313389,320716,330434,341543,346833,354111,368102,380784,389554,397082,400976
2,48,298600,294200,287000,284000,276300,269900,269800,272400,268500,261000,251312,248025,254267,258061,260574,264282,265345,261125,244564,263871,288916,304122,304016,308819,387414,360516,334737,323648,313027,311102,312785,315278,312591,319687,329854,340620,346302,353730,367385,380165,388739,396830
2,49,316200,297400,292700,285600,282600,275200,269000,269200,271700,267900,260213,250400,247268,253432,257371,259708,263492,264601,260349,243796,263456,288383,303146,303928,308554,385898,359923,333989,323085,312742,310288,311819,314545,311297,319097,329004,339911,345946,353070,366416,379531,388407
2,50,333200,314300,295700,290600,283200,280400,273500,267700,267900,270600,266695,259061,249422,246409,252637,256402,258531,262424,263589,259319,242989,262531,287533,301980,303343,308364,384068,359125,333150,322742,311654,309319,310428,312941,310016,318080,327730,339103,345073,352078,366327,379028
2,51,349100,331600,312800,293900,288700,281700,279200,272300,266800,267100,269695,265720,257927,248436,245690,251666,255251,257470,261486,262719,258406,243007,261754,286949,300835,302872,308031,382356,358310,332701,321673,310817,307496,308986,311715,308828,316797,327081,338086,344142,351937,365691
2,52,238900,347100,329700,310900,292100,287000,280400,277800,271000,265700,266095,268372,264646,256759,247447,244763,250375,254144,256362,260454,261932,257851,242818,260834,285965,299621,302242,307661,380329,357800,331503,320744,309105,305616,307969,310515,307297,316233,326126,336781,344086,351269
2,53,231700,237300,345300,327700,308900,290300,285600,278800,276300,269700,264295,264776,267150,263555,255570,246253,243484,249075,252968,255182,259505,261029,256970,242378,259852,285067,298439,301447,307040,378881,356518,330373,318990,307323,304060,306929,308993,306310,315366,325004,336435,343355
2,54,257700,229800,235800,343000,325500,306900,288900,283800,277200,274800,267893,262725,263357,265797,262421,254168,244934,242294,247725,251742,253934,258855,260179,256450,242363,258811,284068,296722,301021,307445,375317,354829,328384,317093,305817,302560,305585,308088,305134,314222,324806,335745
2,55,275900,256900,228200,234200,340500,323200,304900,286400,281300,275100,272302,266232,261180,261837,264330,261243,252587,243581,241015,246320,250536,253125,257820,259171,255399,241822,257741,283015,295400,300358,306521,374778,351781,326375,315304,304599,301354,303763,307396,304273,313516,324018
2,56,297100,273800,254800,226200,232500,338300,321100,302500,284400,279500,272602,270407,264482,259604,260187,262771,259760,250853,241946,239435,244783,249623,252360,256812,258004,254600,241577,256460,281966,293695,299427,304597,372844,349010,324287,313959,303561,299020,303183,306457,303305,312603
2,57,300000,295000,271600,252400,224100,230500,335900,318700,300400,282400,276702,270742,268531,262779,257957,258625,260995,257978,249051,240230,237911,243322,248156,250994,255375,256741,253347,240470,255293,280749,292016,297589,301600,371279,346333,322767,312712,301376,297884,302355,305403,302330
2,58,296300,298100,292600,269300,250100,222100,228900,332900,316200,298300,280602,274442,268803,266698,260841,256067,256621,259049,256226,246975,238470,236522,241745,246747,249503,253991,255218,251993,239568,253946,279209,290940,294864,299007,369940,344223,321356,310572,300309,296518,301455,304449
2,59,288400,293500,295500,289800,266400,247500,220300,226700,330100,313600,295803,278248,272401,266634,264660,258841,253742,254393,256947,254296,244854,236965,234907,240237,245242,248083,252488,253717,250554,238393,252307,277556,288747,292239,296324,368827,342186,318848,309305,299048,295038,300414
2,60,289100,285100,290800,292500,286900,264200,245500,218100,224700,327200,310593,292876,275893,269860,264269,262221,256248,251194,251850,254502,252041,243221,235570,233497,238769,243693,246656,250870,252201,249512,237163,250828,275800,287100,289389,293498,367027,339989,317116,307560,297457,293748
2,61,290700,285600,282500,287600,289400,284100,261400,242800,215800,222200,324892,307188,289845,273269,267244,261677,259506,253559,248699,249280,252242,249936,241449,234179,232006,237280,241984,245289,249419,250882,247710,235186,249379,273689,284874,286575,290511,365799,337662,315238,305710,296230
2,62,289200,286900,282200,279100,284400,286300,280800,258400,239900,213400,218495,320866,303570,286781,270482,264450,258795,256721,250793,246113,246683,249697,247562,239349,232368,230168,235351,240042,243631,247874,248572,245684,233144,247441,271115,282899,283686,288234,364507,335077,313305,304410
2,63,284400,285400,283200,278200,275600,280900,282600,277400,255100,236400,208895,215598,316725,299910,283226,267356,261102,255759,253773,247928,243490,244296,247097,245151,237147,230533,228273,233507,238292,242162,245573,246546,243626,230738,244912,268633,280710,281392,285741,362960,332459,311786
2,64,275400,280300,281100,278900,274100,271700,276900,278800,273300,251700,232294,206162,212590,312318,295877,279646,263811,257808,252626,250547,244962,240610,241699,244271,242764,235040,228689,226435,231757,236535,240132,243353,244477,241130,227732,242593,265915,279034,278980,283118,361362,330540
2,65,268000,270400,275000,276000,274100,269400,267400,273000,274500,269700,247808,228747,203112,209672,307690,291572,275085,260174,254280,248934,246909,241901,237384,238836,241405,239963,232430,226433,224212,229943,234173,237617,241052,241833,238540,223923,239978,263977,277303,276347,280482,358949
2,66,265400,263500,265500,270000,271100,269100,264900,263400,268500,270200,264209,243976,225262,200136,206409,302740,288173,270843,256445,250389,245664,243435,238538,234011,235638,238277,236921,229769,224241,222150,227430,231560,235011,238408,239220,235092,221056,238021,261638,275324,273585,278388
2,67,255300,260400,258700,260300,264900,265900,264100,260000,258600,263900,264809,259438,239718,221493,196803,202811,299029,283189,266266,252227,246512,241823,239697,234940,230616,232297,234945,233768,226903,221830,219477,224840,228872,232063,235649,235387,231801,218704,235853,259079,273394,271365
2,68,247000,249700,255000,253200,254600,259200,260600,258600,254600,254000,258609,259427,254441,235512,217513,193275,198581,293266,278046,261211,247840,242331,237813,235953,231375,226837,228914,231446,230572,224395,219492,216599,222127,225656,228919,231773,232286,229230,215981,233545,256467,270906
2,69,235600,241200,243800,249100,247300,248600,253400,254700,253000,249400,248808,252633,254020,249383,230925,213405,188675,194497,287467,272343,256038,243110,237747,233683,231737,227258,222786,225180,227794,227373,221164,216174,213520,218889,222342,224970,228365,229526,226381,213094,231079,253841
2,70,232600,229600,234600,237300,242600,240900,242500,247100,248400,247100,243501,242763,246592,248286,243821,226166,207895,184641,190180,280909,266331,250835,238239,233067,228995,227168,222821,218635,221257,223936,223539,217596,212621,210090,215624,218417,221444,225278,226501,223100,210047,228438
2,71,223500,225700,223000,227800,230600,235800,234500,236100,240300,242500,240701,236855,236750,240409,242116,237875,220239,203011,180264,185724,274546,260622,245379,232795,227884,223923,222249,218285,214271,217002,219617,219375,213805,208775,206576,211677,214685,218023,221932,223265,219818,207374
2,72,202200,215800,218000,215800,220700,223400,228600,227700,228900,233500,236101,233436,230131,230483,233823,235641,231471,214820,197928,175724,181168,266847,254394,239433,227265,222444,218630,217130,213418,209572,212568,215105,214972,209529,204603,202511,207888,211182,214415,218412,219848,216685
2,73,191800,194500,207700,210000,208100,213000,215900,221200,220000,221500,227001,228144,226096,223189,223426,226621,228717,224784,209163,192487,170982,176981,258805,247718,233132,221094,216442,212991,211500,208314,204674,207559,210314,210155,205146,199758,198331,204162,207248,210564,214700,216277
2,74,183200,183800,186000,199100,201600,199700,205000,208000,212900,212400,213701,218827,220309,218417,215688,216044,218736,221406,217898,202920,186669,165526,172614,250083,240615,226297,214654,210364,206961,205686,202988,199323,202349,205191,205116,200149,195013,194272,200019,203143,206560,211109
2,75,172400,175000,175500,178100,190500,192600,191600,196800,199400,204700,203592,205311,210330,211852,210136,207558,208005,210968,213978,210662,196333,180225,159833,167857,241265,233011,219152,208057,203825,200505,199841,196960,193672,196468,199735,199549,195144,190292,189793,195730,198752,202392
2,76,160700,163600,166000,166700,169000,181100,183500,182900,187800,190400,195192,194563,196733,201741,202912,201224,198836,199922,202709,205778,202938,188812,173360,153917,162833,231821,225068,211650,200840,196803,194091,193097,190447,187738,190387,193815,193739,190072,185208,185170,191159,194433
2,77,147400,151500,154500,156900,157300,159700,171500,173900,173400,178600,180893,185586,185539,187768,192589,193608,192158,190161,191503,193845,197160,194451,180419,166180,147712,157201,221889,216822,203719,193107,189789,187076,186014,183585,181453,183882,187779,187969,184630,179908,180146,186486
2,78,138900,138200,142200,145200,147200,147500,150200,161800,163800,164000,168893,171048,175886,176063,178542,182974,183865,182999,181445,182337,185029,188050,185616,172397,158957,141000,151379,211735,207955,195523,185579,182195,179548,178518,176547,174537,177369,181459,181782,178955,174360,174992
2,79,126600,129200,128500,132500,135400,137200,138000,140900,151300,153700,154095,158577,161207,165985,166265,168631,172876,174013,173540,171695,173036,175707,178792,176245,163754,151043,133941,145505,200707,198520,187286,177527,174034,171555,170641,169050,167607,170694,174774,175432,172787,168761
2,80,115200,117500,119700,119300,123100,125700,127400,128400,131200,140700,143200,145546,149643,152125,155872,155613,158303,162602,163704,162966,161668,163295,166199,168816,166678,154521,142671,126835,139433,189302,189313,177907,168621,165557,163336,162866,161330,160404,163397,167813,168522,166411
2,81,104000,105700,107400,109800,109100,112700,115600,117500,117700,121400,131200,132539,134870,139068,141320,144828,144940,148099,152310,152712,152773,151507,153226,155902,158484,156254,144902,134338,119335,132811,177753,178817,168156,159443,156676,154990,154701,153254,152654,155936,160681,161376
2,82,95000,94400,95900,97800,99800,99000,102600,105700,106900,107600,111100,120341,121747,124323,128427,130119,133813,134146,137678,141256,141930,142205,141179,142544,145452,147765,145638,135204,125395,111425,126503,166210,167659,157818,150160,147706,146246,146020,144937,145056,148184,152912
2,83,84800,85500,84300,86300,87800,89400,88900,92800,95400,96700,97400,101242,109453,110985,113498,117213,119081,122702,123580,126602,130082,131107,131468,130569,132024,134555,136343,135129,124966,116311,103627,118392,154219,155988,147373,140877,138704,137198,137232,136381,136864,140127
2,84,71600,75700,75700,74800,76500,77600,79600,79300,82400,85700,86901,87908,91463,98783,100121,102486,106237,108200,111856,112434,115499,119043,120191,120170,119797,120814,123319,125494,123908,114589,107144,95447,110124,141824,144441,136542,131025,129060,127902,128281,127404,128337
2,85,62600,63100,66600,66200,65500,66900,68300,69800,69500,72800,75604,77564,78579,81947,88133,89239,91932,95750,97854,100600,101725,104732,108221,108714,109203,108800,109557,112479,113844,112713,104256,97889,87127,101477,129279,132773,125799,121077,119203,118589,118928,118440
2,86,53300,54100,54300,57700,57300,56500,58100,59200,60700,60600,64203,66728,68591,69589,72444,77685,78885,81885,85590,86986,89993,90841,93888,96649,97588,97662,97532,98820,101288,102376,101928,94070,88293,78427,92859,116971,121020,114890,110806,109569,108907,109463
2,87,43700,45700,45800,46200,49500,48800,48200,49700,50600,52300,52703,56001,58185,60104,60803,63114,67897,68633,72402,75077,76674,79549,80503,82969,85770,86309,86344,87121,87641,90177,91409,90916,83810,78738,70255,84430,104704,109240,103821,100647,99659,99061
2,88,35700,36600,38300,38600,39000,41900,41200,40800,42100,43100,44002,45402,48228,50131,51891,52298,54650,58407,59152,62851,65256,66970,69661,69794,72683,74882,75386,75857,76168,77019,79619,80479,80023,73550,69508,62162,76449,92323,97281,93245,90656,89751
2,89,29200,29600,30300,31500,31900,32300,35200,34300,33800,35200,36401,37401,38500,41003,42542,44093,44526,46709,49759,49656,53964,56173,57942,59602,60267,62248,64208,65262,65321,65989,66847,69046,69670,69411,63631,60687,54369,68272,79998,85985,82648,80263
2,90+,84600,88900,91500,94400,97700,100300,104100,109700,113500,116800,119306,121307,124251,128633,134267,139670,146523,151828,159664,165172,170534,180204,191943,198219,207480,213617,220340,230095,234924,240243,247751,253957,259463,263734,267916,268261,267427,258877,265139,282759,302611,316833
